"","logID","fightID","encounterID","size","Class","timestamp","type","sourceID","abilityGameID","hitType","hitType2","amount","unmitigatedAmount","amount_full","resisted","overkill","buffs"
"129","tDzK7FTJqW3LwAr4",7,645,10,"Enh Shaman",2384843,"damage",7,67760,16,"Normal",1921,2135,2135,214,NA,"16246.29178.55637.60766.16280."
"130","tDzK7FTJqW3LwAr4",7,645,10,"Enh Shaman",2402539,"damage",7,67760,2,"Crit",3444,2229,3444,NA,NA,"16246.29178.53817."
"131","tDzK7FTJqW3LwAr4",7,645,10,"Enh Shaman",2455866,"damage",7,67760,17,"Crit",2916,2097,3126,210,NA,"53817.55637.16280."
"132","tDzK7FTJqW3LwAr4",7,645,10,"Enh Shaman",2463568,"damage",7,67760,1,"Normal",2045,2045,2045,NA,NA,"54758.16246.29178.53817.55637.60766.16280."
"133","tDzK7FTJqW3LwAr4",7,645,10,"Enh Shaman",2470295,"damage",7,67760,1,"Normal",2155,2155,2155,NA,NA,"54758.16246.29178.53817.55637.16280.59620."
"134","tDzK7FTJqW3LwAr4",7,645,10,"Enh Shaman",2479518,"damage",7,67760,1,"Normal",2009,2009,2009,NA,NA,"53908.32182.29178.53817.16280.59620."
"135","tDzK7FTJqW3LwAr4",7,645,10,"Enh Shaman",2487864,"damage",7,67760,1,"Normal",2246,2246,2246,NA,NA,"53908.64772.32182.29178.16280.59620."
"136","tDzK7FTJqW3LwAr4",7,645,10,"Enh Shaman",2495024,"damage",7,67760,16,"Normal",1690,2113,2113,423,NA,"16246.32182.29178.60766.59620."
"137","tDzK7FTJqW3LwAr4",7,645,10,"Enh Shaman",2502628,"damage",7,67760,17,"Crit",2882,2073,3089,207,NA,"16246.32182.29178.53817.60766.16280."
"138","tDzK7FTJqW3LwAr4",7,645,10,"Enh Shaman",2510022,"damage",7,67760,2,"Crit",3058,1979,3058,NA,NA,"16246.32182.29178.53817.60766.16280."
"139","tDzK7FTJqW3LwAr4",7,645,10,"Enh Shaman",2519542,"damage",7,67760,17,"Crit",2823,2030,3026,203,NA,"16246.29178.53817.55637.60766.16280.59620."
"140","tDzK7FTJqW3LwAr4",7,645,10,"Enh Shaman",2527055,"damage",7,67760,2,"Crit",3175,2055,3175,NA,NA,"54758.16246.29178.53817.55637.60766.16280.59620."
"141","tDzK7FTJqW3LwAr4",7,645,10,"Enh Shaman",2536395,"damage",7,67760,1,"Normal",2158,2158,2158,NA,NA,"16246.64772.29178.53817.60766.16280."
"142","tDzK7FTJqW3LwAr4",7,645,10,"Enh Shaman",2545022,"damage",7,67760,1,"Normal",1996,1996,1996,NA,NA,"64772.29178.53817.60766.16280."
"143","D3zVab78GpJ2dXM4",27,629,10,"Mage",18898340,"damage",371,67760,17,"Crit",3679,2341,3913,234,NA,"64868.54758.55342.12472.12042.55637.54648."
"144","D3zVab78GpJ2dXM4",27,629,10,"Mage",18910127,"damage",371,67760,2,"Crit",4162,2383,4162,NA,NA,"55342.12472.44413.12042.54648."
"145","D3zVab78GpJ2dXM4",27,629,10,"Mage",18932253,"damage",371,67760,16,"Normal",1884,2093,2093,209,NA,"44413.54648."
"146","D3zVab78GpJ2dXM4",27,629,10,"Mage",18943995,"damage",371,67760,1,"Normal",2629,2326,2629,NA,NA,"64868.54648."
"147","D3zVab78GpJ2dXM4",27,629,10,"Mage",18995148,"damage",371,67760,16,"Normal",2269,2231,2492,223,NA,"64868.54758.26297.12042.44401.54648."
"148","D3zVab78GpJ2dXM4",27,629,10,"Mage",19008092,"damage",371,67760,17,"Crit",3145,2252,3595,450,NA,"54648."
"149","D3zVab78GpJ2dXM4",27,629,10,"Mage",19018384,"damage",371,67760,2,"Crit",4242,2429,4242,NA,NA,"44401.54648."
"150","D3zVab78GpJ2dXM4",27,629,10,"Mage",19045352,"damage",371,67760,16,"Normal",1932,2415,2415,483,NA,"64868.55637.44401."
"151","D3zVab78GpJ2dXM4",27,629,10,"Mage",19054405,"damage",371,67760,16,"Normal",1964,2455,2455,491,NA,"64868.12536."
"152","D3zVab78GpJ2dXM4",27,629,10,"Mage",19067075,"damage",371,67760,16,"Normal",2305,2266,2532,227,NA,"44413.44401."
"153","D3zVab78GpJ2dXM4",27,629,10,"Mage",19076794,"damage",371,67760,2,"Crit",3857,2208,3857,NA,NA,"44401."
"154","D3zVab78GpJ2dXM4",27,629,10,"Mage",19102922,"damage",371,67760,17,"Crit",3824,2433,4067,243,NA,"64868.55637."
"155","D3zVab78GpJ2dXM4",27,629,10,"Mage",19129357,"damage",371,67760,1,"Normal",2776,2456,2776,NA,NA,NA
"156","D3zVab78GpJ2dXM4",27,629,10,"Mage",19141810,"damage",371,67760,16,"Normal",3534,2208,3976,442,NA,"64868.54758.55342.12472.12042.44401."
"157","D3zVab78GpJ2dXM4",27,629,10,"Mage",19150947,"damage",371,67760,16,"Normal",4871,2394,5110,239,NA,"64868.54758.55342.12472.12536.12042.44401.2825.53909."
"158","D3zVab78GpJ2dXM4",27,629,10,"Mage",19159711,"damage",371,67760,1,"Normal",2475,2190,2475,NA,NA,"55342.12472.44401.2825."
"159","D3zVab78GpJ2dXM4",27,629,10,"Mage",19177001,"damage",371,67760,16,"Normal",2417,2377,2655,238,NA,"55637.44401.2825."
"160","D3zVab78GpJ2dXM4",30,637,10,"Mage",19702035,"damage",371,67760,1,"Normal",2407,2407,2407,NA,NA,"55342.53908."
"161","D3zVab78GpJ2dXM4",30,637,10,"Mage",19713020,"damage",371,67760,2,"Crit",3827,2191,3827,NA,NA,"64868.54758.55342.12472.26297.12536.57531.12042.55637.53908.54648."
"162","D3zVab78GpJ2dXM4",30,637,10,"Mage",19748223,"damage",371,67760,1,"Normal",2178,2178,2178,NA,NA,"54648."
"163","D3zVab78GpJ2dXM4",30,637,10,"Mage",19769455,"damage",371,67760,2,"Crit",3760,2153,3760,NA,NA,"54648."
"164","D3zVab78GpJ2dXM4",30,637,10,"Mage",19780148,"damage",371,67760,2,"Crit",4103,2349,4103,NA,NA,"64868.55637.54648."
"165","D3zVab78GpJ2dXM4",30,637,10,"Mage",19809648,"damage",371,67760,2,"Crit",3875,2219,3875,NA,NA,"54758.12042.54648."
"166","D3zVab78GpJ2dXM4",30,637,10,"Mage",19823604,"damage",371,67760,1,"Normal",2656,2350,2656,NA,NA,"44401."
"167","D3zVab78GpJ2dXM4",30,637,10,"Mage",19835616,"damage",371,67760,2,"Crit",3647,2360,3647,NA,NA,"55637.44401.54648."
"168","D3zVab78GpJ2dXM4",30,637,10,"Mage",19842085,"damage",371,67760,2,"Crit",3274,2118,3274,NA,NA,"64868.55637.54648."
"169","D3zVab78GpJ2dXM4",30,637,10,"Mage",19860341,"damage",371,67760,2,"Crit",3321,2149,3321,NA,NA,"44401.54648."
"170","D3zVab78GpJ2dXM4",31,641,10,"Mage",20035169,"damage",371,67760,1,"Normal",3291,3291,3291,NA,NA,"55342.44401.54648."
"171","D3zVab78GpJ2dXM4",31,641,10,"Mage",20042508,"damage",371,67760,16,"Normal",2884,3204,3204,320,NA,"54758.64868.55342.12472.12042.55637.2825.54648.53909."
"172","D3zVab78GpJ2dXM4",31,641,10,"Mage",20051349,"damage",371,67760,2,"Crit",4885,3162,4885,NA,NA,"64868.55342.12472.12042.2825.54648.53909."
"173","D3zVab78GpJ2dXM4",31,641,10,"Mage",20062751,"damage",371,67760,1,"Normal",3304,3304,3304,NA,NA,"44401.2825.54648."
"174","D3zVab78GpJ2dXM4",31,641,10,"Mage",20076807,"damage",371,67760,16,"Normal",3179,3532,3532,353,NA,"12536.2825.54648."
"175","D3zVab78GpJ2dXM4",31,641,10,"Mage",20095745,"damage",371,67760,16,"Normal",2004,2226,2227,223,NA,NA
"176","D3zVab78GpJ2dXM4",31,641,10,"Mage",20131927,"damage",371,67760,2,"Crit",3853,2206,3853,NA,NA,"64868.44401.54648."
"177","D3zVab78GpJ2dXM4",31,641,10,"Mage",20147426,"damage",371,67760,16,"Normal",2425,2384,2663,238,NA,"54758.12042.54648."
"178","D3zVab78GpJ2dXM4",31,641,10,"Mage",20157391,"damage",371,67760,17,"Crit",3596,2288,3825,229,NA,"54648."
"179","D3zVab78GpJ2dXM4",31,641,10,"Mage",20175959,"damage",371,67760,16,"Normal",2096,2319,2560,464,NA,"64868.55637.54648."
"180","D3zVab78GpJ2dXM4",32,645,10,"Mage",20675114,"damage",371,67760,16,"Normal",2453,2412,2694,241,NA,"54648."
"181","D3zVab78GpJ2dXM4",32,645,10,"Mage",20682180,"damage",371,67760,16,"Normal",2256,2218,2478,222,NA,"54758.44401.54648.12472."
"182","D3zVab78GpJ2dXM4",32,645,10,"Mage",20691138,"damage",371,67760,1,"Normal",2467,2183,2467,NA,NA,"54758.26297.64868.12042.55637.54648.12472."
"183","D3zVab78GpJ2dXM4",32,645,10,"Mage",20704600,"damage",371,67760,2,"Crit",3375,2184,3375,NA,NA,"12536.57531.54648."
"184","D3zVab78GpJ2dXM4",32,645,10,"Mage",20714860,"damage",371,67760,2,"Crit",4121,2360,4121,NA,NA,"54648."
"185","D3zVab78GpJ2dXM4",32,645,10,"Mage",20729093,"damage",371,67760,17,"Crit",3101,2220,3545,444,NA,"44401.54648."
"186","D3zVab78GpJ2dXM4",32,645,10,"Mage",20735266,"damage",371,67760,2,"Crit",3645,2087,3645,NA,NA,"54648."
"187","D3zVab78GpJ2dXM4",32,645,10,"Mage",20764563,"damage",371,67760,1,"Normal",2220,2220,2220,NA,NA,"44401."
"188","D3zVab78GpJ2dXM4",33,645,10,"Mage",20977810,"damage",371,67760,1,"Normal",2038,2038,2038,NA,NA,"54758.26297.55342.55637.53908.28682.48108.12472."
"189","D3zVab78GpJ2dXM4",33,645,10,"Mage",20993845,"damage",371,67760,2,"Crit",3854,2207,3854,NA,NA,"64868."
"190","D3zVab78GpJ2dXM4",33,645,10,"Mage",21018172,"damage",371,67760,16,"Normal",1872,2071,2286,414,NA,NA
"191","D3zVab78GpJ2dXM4",33,645,10,"Mage",21029024,"damage",371,67760,17,"Crit",3397,2161,3613,216,NA,NA
"192","D3zVab78GpJ2dXM4",33,645,10,"Mage",21044006,"damage",371,67760,2,"Crit",3708,2123,3708,NA,NA,"64868.55637.48108."
"193","D3zVab78GpJ2dXM4",34,645,10,"Mage",21277980,"damage",371,67760,1,"Normal",2551,2257,2551,NA,NA,"54758.64868.55342.12472.48108."
"194","D3zVab78GpJ2dXM4",34,645,10,"Mage",21286717,"damage",371,67760,2,"Crit",3776,2163,3776,NA,NA,"12472.48108."
"195","D3zVab78GpJ2dXM4",34,645,10,"Mage",21296237,"damage",371,67760,16,"Normal",2231,2193,2450,219,NA,"48108."
"196","D3zVab78GpJ2dXM4",34,645,10,"Mage",21307197,"damage",371,67760,16,"Normal",2123,2087,2332,209,NA,"48108."
"197","D3zVab78GpJ2dXM4",34,645,10,"Mage",21321357,"damage",371,67760,17,"Crit",3180,2023,3382,202,NA,"55637."
"198","D3zVab78GpJ2dXM4",34,645,10,"Mage",21338313,"damage",371,67760,1,"Normal",2191,2191,2191,NA,NA,"54741."
"199","D3zVab78GpJ2dXM4",34,645,10,"Mage",21366408,"damage",371,67760,1,"Normal",2078,2078,2078,NA,NA,"48108."
"200","D3zVab78GpJ2dXM4",35,645,10,"Mage",21568142,"damage",371,67760,17,"Crit",2979,2133,3406,427,NA,"55342.53908."
"201","D3zVab78GpJ2dXM4",35,645,10,"Mage",21578326,"damage",371,67760,17,"Crit",3604,2293,3833,229,NA,"26297.54758.55342.55637.12472."
"202","D3zVab78GpJ2dXM4",35,645,10,"Mage",21588794,"damage",371,67760,2,"Crit",3552,2034,3552,NA,NA,"64868.55637.12472."
"203","D3zVab78GpJ2dXM4",35,645,10,"Mage",21598904,"damage",371,67760,17,"Crit",3394,2159,3610,216,NA,"48108."
"204","D3zVab78GpJ2dXM4",35,645,10,"Mage",21617513,"damage",371,67760,17,"Crit",3295,2097,3505,210,NA,"48108."
"205","D3zVab78GpJ2dXM4",35,645,10,"Mage",21636936,"damage",371,67760,1,"Normal",2177,2177,2177,NA,NA,"64868."
"206","D3zVab78GpJ2dXM4",35,645,10,"Mage",21666002,"damage",371,67760,2,"Crit",3453,2235,3453,NA,NA,NA
"207","D3zVab78GpJ2dXM4",35,645,10,"Mage",21688837,"damage",371,67760,2,"Crit",3383,2189,3383,NA,NA,NA
"208","D3zVab78GpJ2dXM4",35,645,10,"Mage",21716675,"damage",371,67760,17,"Crit",3314,2109,3525,211,NA,"55637."
"209","D3zVab78GpJ2dXM4",35,645,10,"Mage",21726019,"damage",371,67760,17,"Crit",3645,2319,3877,232,NA,"55637."
"210","D3zVab78GpJ2dXM4",35,645,10,"Mage",21739077,"damage",371,67760,16,"Normal",806,2175,2175,218,1151,"12472."
"211","D3zVab78GpJ2dXM4",35,645,10,"Mage",21752179,"damage",371,67760,17,"Crit",3646,2320,3878,232,NA,"2825."
"212","D3zVab78GpJ2dXM4",35,645,10,"Mage",21762010,"damage",371,67760,16,"Normal",2280,2242,2504,224,NA,"64868.2825."
"213","D3zVab78GpJ2dXM4",36,645,10,"Mage",21983960,"damage",371,67760,1,"Normal",2627,2324,2627,NA,NA,"64868.55342.55637."
"214","D3zVab78GpJ2dXM4",36,645,10,"Mage",22000468,"damage",371,67760,2,"Crit",3557,2037,3557,NA,NA,"12472."
"215","D3zVab78GpJ2dXM4",36,645,10,"Mage",22017365,"damage",371,67760,16,"Normal",1858,2055,2269,411,NA,NA
"216","D3zVab78GpJ2dXM4",36,645,10,"Mage",22032850,"damage",371,67760,1,"Normal",2464,2180,2464,NA,NA,"55637."
"217","D3zVab78GpJ2dXM4",36,645,10,"Mage",22046378,"damage",371,67760,16,"Normal",2366,2326,2599,233,NA,"64868.48108."
"218","D3zVab78GpJ2dXM4",37,645,10,"Mage",22271853,"damage",371,67760,1,"Normal",2305,2039,2305,NA,NA,"64868.55342.55637.53908."
"219","D3zVab78GpJ2dXM4",37,645,10,"Mage",22280531,"damage",371,67760,1,"Normal",2368,2095,2368,NA,NA,"64868.54758.26297.55342.55637.12472."
"220","D3zVab78GpJ2dXM4",37,645,10,"Mage",22303571,"damage",371,67760,17,"Crit",3617,2302,3847,230,NA,NA
"221","D3zVab78GpJ2dXM4",37,645,10,"Mage",22316520,"damage",371,67760,17,"Crit",3190,2030,3393,203,NA,NA
"222","D3zVab78GpJ2dXM4",37,645,10,"Mage",22331659,"damage",371,67760,17,"Crit",3654,2325,3887,233,NA,"55637."
"223","D3zVab78GpJ2dXM4",37,645,10,"Mage",22339383,"damage",371,67760,2,"Crit",3560,2039,3560,NA,NA,"55637.48108."
"224","D3zVab78GpJ2dXM4",37,645,10,"Mage",22389162,"damage",371,67760,2,"Crit",2152,2196,3394,NA,1242,"48108."
"225","D3zVab78GpJ2dXM4",37,645,10,"Mage",22401046,"damage",371,67760,1,"Normal",768,2261,2261,NA,1493,"64868.55637."
"226","D3zVab78GpJ2dXM4",38,645,10,"Mage",22576655,"damage",371,67760,17,"Crit",3495,2224,3717,222,NA,"64868.55342.55637."
"227","D3zVab78GpJ2dXM4",38,645,10,"Mage",22594272,"damage",371,67760,2,"Crit",3911,2240,3911,NA,NA,"12472."
"228","D3zVab78GpJ2dXM4",38,645,10,"Mage",22627891,"damage",371,67760,1,"Normal",2303,2037,2303,NA,NA,"64868.55637."
"229","D3zVab78GpJ2dXM4",38,645,10,"Mage",22642562,"damage",371,67760,2,"Crit",3710,2124,3710,NA,NA,"48108."
"230","D3zVab78GpJ2dXM4",38,645,10,"Mage",22684124,"damage",371,67760,2,"Crit",3385,2190,3385,NA,NA,"54741."
"231","D3zVab78GpJ2dXM4",38,645,10,"Mage",22720320,"damage",371,67760,2,"Crit",4027,2306,4027,NA,NA,NA
"232","D3zVab78GpJ2dXM4",38,645,10,"Mage",22735794,"damage",371,67760,16,"Normal",1826,2283,2283,457,NA,"64868."
"233","D3zVab78GpJ2dXM4",38,645,10,"Mage",22753234,"damage",371,67760,17,"Crit",3549,2258,3775,226,NA,"55342.55637."
"234","D3zVab78GpJ2dXM4",38,645,10,"Mage",22769147,"damage",371,67760,17,"Crit",3323,2114,3534,211,NA,"55342.12472.26297.2825.53909."
"235","D3zVab78GpJ2dXM4",38,645,10,"Mage",22778241,"damage",371,67760,2,"Crit",3577,2048,3577,NA,NA,"64868.55342.48108.2825."
"236","D3zVab78GpJ2dXM4",39,645,10,"Mage",23339517,"damage",371,67760,1,"Normal",2322,2054,2322,NA,NA,"64868.54758.26297.55342.55637.28682.48108.12472."
"237","D3zVab78GpJ2dXM4",39,645,10,"Mage",23350305,"damage",371,67760,2,"Crit",3962,2269,3962,NA,NA,"54758.55342.12472."
"238","D3zVab78GpJ2dXM4",39,645,10,"Mage",23357507,"damage",371,67760,16,"Normal",2074,2039,2278,204,NA,"54741.12472."
"239","D3zVab78GpJ2dXM4",39,645,10,"Mage",23370947,"damage",371,67760,2,"Crit",3544,2030,3544,NA,NA,NA
"240","D3zVab78GpJ2dXM4",39,645,10,"Mage",23389468,"damage",371,67760,2,"Crit",3730,2136,3730,NA,NA,"64868."
"241","D3zVab78GpJ2dXM4",39,645,10,"Mage",23403406,"damage",371,67760,16,"Normal",2262,2224,2484,222,NA,"55637.48108."
"242","D3zVab78GpJ2dXM4",39,645,10,"Mage",23430528,"damage",371,67760,2,"Crit",3331,2155,3331,NA,NA,"54741."
"243","D3zVab78GpJ2dXM4",39,645,10,"Mage",23467585,"damage",371,67760,1,"Normal",2182,2182,2182,NA,NA,"55637."
"244","D3zVab78GpJ2dXM4",39,645,10,"Mage",23482125,"damage",371,67760,17,"Crit",3271,2342,3739,468,NA,"48108."
"245","D3zVab78GpJ2dXM4",39,645,10,"Mage",23532165,"damage",371,67760,2,"Crit",3334,2157,3334,NA,NA,"55342.55637.54741."
"246","D3zVab78GpJ2dXM4",39,645,10,"Mage",23539552,"damage",371,67760,2,"Crit",3293,2131,3293,NA,NA,"54758.55342.55637.28682.2825.12472."
"247","D3zVab78GpJ2dXM4",39,645,10,"Mage",23551266,"damage",371,67760,2,"Crit",3482,2253,3482,NA,NA,"64868.55342.53908.2825.12472."
"248","D3zVab78GpJ2dXM4",39,645,10,"Mage",23561361,"damage",371,67760,16,"Normal",2101,2066,2308,207,NA,"64868.53908.2825.48108."
"249","D3zVab78GpJ2dXM4",39,645,10,"Mage",23576422,"damage",371,67760,16,"Normal",1992,2204,2433,441,NA,NA
"250","D3zVab78GpJ2dXM4",39,645,10,"Mage",23588898,"damage",371,67760,17,"Crit",3147,2253,3598,451,NA,"48108."
"251","D3zVab78GpJ2dXM4",40,645,10,"Mage",23790056,"damage",371,67760,16,"Normal",1908,2111,2330,422,NA,"64868.54758.26297.55342.55637.28682.12472.48108."
"252","D3zVab78GpJ2dXM4",40,645,10,"Mage",23800241,"damage",371,67760,2,"Crit",3804,2178,3804,NA,NA,"12472."
"253","D3zVab78GpJ2dXM4",40,645,10,"Mage",23808550,"damage",371,67760,17,"Crit",3174,2019,3376,202,NA,"48108."
"254","D3zVab78GpJ2dXM4",40,645,10,"Mage",23847039,"damage",371,67760,2,"Crit",3701,2119,3701,NA,NA,"55637."
"255","D3zVab78GpJ2dXM4",40,645,10,"Mage",23931000,"damage",371,67760,2,"Crit",3608,2066,3608,NA,NA,NA
"256","D3zVab78GpJ2dXM4",40,645,10,"Mage",23967989,"damage",371,67760,1,"Normal",2575,2278,2575,NA,NA,"64868.55637."
"257","D3zVab78GpJ2dXM4",40,645,10,"Mage",23978862,"damage",371,67760,2,"Crit",3663,2098,3663,NA,NA,"54758.26297.55342.55637.28682.12472.48108.53909."
"258","D3zVab78GpJ2dXM4",41,645,10,"Mage",24175376,"damage",371,67760,1,"Normal",2519,2228,2519,NA,NA,"55342.55637.48108."
"259","D3zVab78GpJ2dXM4",41,645,10,"Mage",24186943,"damage",371,67760,17,"Crit",2911,2084,3328,417,NA,"54758.26297.55342.28682.12472."
"260","D3zVab78GpJ2dXM4",41,645,10,"Mage",24207878,"damage",371,67760,16,"Normal",1957,2165,2390,433,NA,NA
"261","D3zVab78GpJ2dXM4",41,645,10,"Mage",24225353,"damage",371,67760,2,"Crit",3766,2156,3766,NA,NA,NA
"262","D3zVab78GpJ2dXM4",41,645,10,"Mage",24238193,"damage",371,67760,16,"Normal",2072,2037,2276,204,NA,"55637."
"263","D3zVab78GpJ2dXM4",41,645,10,"Mage",24253857,"damage",371,67760,2,"Crit",208,2322,3588,NA,3380,NA
"264","D3zVab78GpJ2dXM4",41,645,10,"Mage",24315810,"damage",371,67760,16,"Normal",1850,2055,2056,206,NA,NA
"265","D3zVab78GpJ2dXM4",41,645,10,"Mage",24336339,"damage",371,67760,17,"Crit",2943,2116,3155,212,NA,NA
"266","D3zVab78GpJ2dXM4",41,645,10,"Mage",24349142,"damage",371,67760,17,"Crit",3044,2179,3480,436,NA,"55342.2825.48108."
"267","D3zVab78GpJ2dXM4",41,645,10,"Mage",24361103,"damage",371,67760,2,"Crit",3890,2227,3890,NA,NA,"54758.26297.55342.55637.2825.48108.12472.53909."
"268","D3zVab78GpJ2dXM4",41,645,10,"Mage",24373063,"damage",371,67760,2,"Crit",3861,2211,3861,NA,NA,"64868.55342.2825.48108."
"269","D3zVab78GpJ2dXM4",41,645,10,"Mage",24380285,"damage",371,67760,1,"Normal",2620,2318,2620,NA,NA,"64868.2825.48108."
"270","D3zVab78GpJ2dXM4",42,645,10,"Mage",24595421,"damage",371,67760,1,"Normal",2305,2039,2305,NA,NA,"64868.54758.26297.55637.28682.12472."
"271","D3zVab78GpJ2dXM4",42,645,10,"Mage",24602779,"damage",371,67760,2,"Crit",3579,2049,3579,NA,NA,"54758.12472."
"272","D3zVab78GpJ2dXM4",42,645,10,"Mage",24622155,"damage",371,67760,1,"Normal",2419,2140,2419,NA,NA,NA
"273","D3zVab78GpJ2dXM4",42,645,10,"Mage",24644794,"damage",371,67760,1,"Normal",2125,2125,2125,NA,NA,"48108."
"274","D3zVab78GpJ2dXM4",42,645,10,"Mage",24701263,"damage",371,67760,2,"Crit",1892,2223,3436,NA,1544,NA
"275","D3zVab78GpJ2dXM4",42,645,10,"Mage",24724332,"damage",371,67760,17,"Crit",3355,2135,3569,214,NA,"48108."
"276","D3zVab78GpJ2dXM4",42,645,10,"Mage",24734028,"damage",371,67760,1,"Normal",2280,2017,2280,NA,NA,"64868.55637."
"277","D3zVab78GpJ2dXM4",42,645,10,"Mage",24743010,"damage",371,67760,16,"Normal",2294,2255,2520,226,NA,"64868."
"278","D3zVab78GpJ2dXM4",42,645,10,"Mage",24754048,"damage",371,67760,16,"Normal",1899,2101,2319,420,NA,NA
"279","D3zVab78GpJ2dXM4",42,645,10,"Mage",24769804,"damage",371,67760,16,"Normal",2061,2027,2264,203,NA,"54758.55342.28682.12472.53909."
